Date,BTC,NYSE,NASDAQ,LSE,BTC_Volume,NYSE_Volume,NASDAQ_Volume,LSE_Volume,BTC_Change,Stock_Avg,Stock_Change,Recommendation,Term_Suggested,Risk_Level
2018-01-03,15201.0,12957.2802734375,7065.52978515625,3749.0,16871900160,3544030000,2173130000,1009997.0,1.4610795304552893,7923.936686197917,0.5081699755589142,Hold,Long-term,Low
2018-01-04,15599.2001953125,13028.4599609375,7077.91015625,3749.0,21783199744,3697340000,2103220000,669448.0,2.6195657872015055,7951.7900390625,0.3515090284996747,Buy,Long-term,Medium
2018-01-05,17429.5,13103.23046875,7136.56005859375,3758.0,23840899072,3239280000,2024000000,2225274.0,11.733292616101544,7999.263509114583,0.5970161412571784,Buy,Short-term,High
2018-01-08,15170.099609375,13114.349609375,7157.39013671875,3744.0,18413899776,3246160000,2055010000,930995.0,-12.963082077081955,8005.24658203125,0.07479529721516887,Sell,Short-term,High
2018-01-09,14595.400390625,13120.83984375,7163.580078125,3719.0,16659999744,3467460000,2155810000,1035866.0,-3.788368129071751,8001.139973958333,-0.0512989578876244,Sell,Short-term,Medium
2018-01-10,14973.2998046875,13106.599609375,7153.56982421875,3700.0,18500800512,3579900000,2132430000,1955527.0,2.5891678470515656,7986.72314453125,-0.18018469210645538,Buy,Long-term,Medium
2018-01-11,13405.7998046875,13210.76953125,7211.77978515625,3649.0,16534099968,3645690000,2015170000,1393681.0,-10.468634305373904,8023.849772135417,0.46485432050551445,Sell,Short-term,High
2018-01-12,13980.599609375,13294.3203125,7261.06005859375,3700.0,12065699840,3587220000,1986600000,1674254.0,4.287694975770973,8085.126790364583,0.7636860106973176,Buy,Short-term,Medium
2018-01-16,11490.5,13246.8603515625,7223.68994140625,3699.0,18853799936,4362880000,2399790000,1322314.0,-17.81110738415832,8056.516764322917,-0.3538599552422861,Sell,Short-term,High
2018-01-17,11188.599609375,13352.3896484375,7298.27978515625,3689.0,18830600192,3790340000,2245910000,1272976.0,-2.627391241677912,8113.22314453125,0.703857285563525,Sell,Long-term,Medium
2018-01-18,11474.900390625,13315.91015625,7296.0498046875,3695.0,15020399616,3703300000,2037410000,1607451.0,2.558861620270214,8102.319986979167,-0.13438749751918388,Buy,Long-term,Medium
2018-01-19,11607.400390625,13384.4599609375,7336.3798828125,3751.0,10740400128,3724230000,2005470000,4260311.0,1.154694119247024,8157.279947916667,0.6783237520342711,Hold,Long-term,Low
2018-01-22,10931.400390625,13470.3701171875,7408.02978515625,3719.0,10537400320,3489480000,2118310000,1226841.0,-5.823870782867003,8199.13330078125,0.5130797659490982,Sell,Short-term,High
2018-01-23,10868.400390625,13474.1103515625,7460.2900390625,3799.0,9660609536,3541140000,2135840000,1081253.0,-0.5763214020962026,8244.466796875,0.5529059527478397,Hold,Long-term,Low
2018-01-24,11359.400390625,13507.66015625,7415.06005859375,3988.0,9940989952,4079270000,2287320000,2949328.0,4.517684133384825,8303.573404947916,0.7169245692798532,Buy,Short-term,Medium
2018-01-25,11259.400390625,13512.66015625,7411.16015625,3932.0,8873169920,3873100000,2081380000,1542647.0,-0.8803281560753051,8285.2734375,-0.22038665229371368,Hold,Long-term,Low
2018-01-26,11171.400390625,13637.01953125,7505.77001953125,4024.0,9746199552,3474680000,2080700000,2707810.0,-0.7815691506385392,8388.929850260416,1.2510922366334443,Hold,Long-term,Low
2018-01-29,11296.400390625,13524.650390625,7466.509765625,4025.0,7107359744,3587420000,2114420000,1443655.0,1.1189286537872212,8338.720052083334,-0.5985244730056127,Hold,Long-term,Low
2018-01-30,10106.2998046875,13375.509765625,7402.47998046875,3989.0,8637859840,4012070000,2183420000,1712692.0,-10.535219581320588,8255.663248697916,-0.9960377955687272,Sell,Short-term,High
2018-01-31,10221.099609375,13367.9599609375,7411.47998046875,3927.0,8041160192,4276270000,2428990000,1199107.0,1.1359232053877344,8235.47998046875,-0.2444778526104363,Hold,Long-term,Low
2018-02-01,9170.5400390625,13381.9697265625,7385.85986328125,3995.0,9959400448,3977380000,2311180000,4316612.0,-10.27834196380305,8254.276529947916,0.22823866397276849,Sell,Short-term,High
2018-02-02,8830.75,13085.349609375,7240.9501953125,4016.0,12726899712,4340220000,2607160000,3305927.0,-3.7052347802326024,8114.099934895833,-1.6982299362457542,Sell,Short-term,Medium
2018-02-05,6955.27001953125,12572.9296875,6967.52978515625,3955.0,9285289984,5310840000,3143210000,1488483.0,-21.23805996624013,7831.81982421875,-3.478883831133228,Sell,Short-term,High
2018-02-06,7754.0,12745.4501953125,7115.8798828125,3912.0,13999800320,5917350000,3148270000,2170301.0,11.483809805022926,7924.443359375,1.1826566141093453,Buy,Short-term,High
2018-02-07,7621.2998046875,12687.1796875,7051.97998046875,4043.0,9169280000,4646300000,2380020000,1365530.0,-1.7113772931712679,7927.386555989583,0.03714073634082382,Hold,Long-term,Low
2018-02-08,8265.58984375,12270.650390625,6777.16015625,3918.0,9346750464,5333840000,2730740000,1021241.0,8.453807822469184,7655.270182291667,-3.432611388078677,Buy,Short-term,High
2018-02-09,8736.98046875,12405.8203125,6874.490234375,3863.0,6784820224,5690110000,3165330000,1144823.0,5.703048831493129,7714.436848958333,0.7728880269116001,Buy,Short-term,High
2018-02-12,8926.5703125,12560.1201171875,6981.9599609375,3934.0,6256439808,4069220000,2250650000,1238609.0,2.1699698703472547,7825.360026041667,1.437864866290428,Buy,Long-term,Medium
2018-02-13,8598.3095703125,12574.3701171875,7013.509765625,3930.0,5696719872,3503540000,1830320000,708638.0,-3.6773444973354663,7839.293294270833,0.17805274367950208,Sell,Short-term,Medium
2018-02-14,9494.6298828125,12746.7197265625,7143.6201171875,3972.0,7909819904,4011940000,2217630000,1135434.0,10.424378247495735,7954.11328125,1.464672677358303,Buy,Short-term,High
2018-02-15,10166.400390625,12856.8701171875,7256.43017578125,4022.0,9062540288,3696140000,2124060000,1985630.0,7.075267978887334,8045.10009765625,1.1438964116934347,Buy,Short-term,High
2018-02-16,10233.900390625,12874.3603515625,7239.47021484375,4050.0,7296159744,3646920000,2037710000,922407.0,0.6639518158486624,8054.610188802083,0.11820973052409922,Hold,Long-term,Low
2018-02-20,11403.7001953125,12763.33984375,7234.31005859375,4005.0,9926540288,3646920000,1921870000,534904.0,11.430635046625248,8000.88330078125,-0.6670327521936081,Buy,Short-term,High
2018-02-21,10690.400390625,12695.5302734375,7218.22998046875,4069.0,9405339648,3789040000,1956120000,922010.0,-6.2549855965233325,7994.25341796875,-0.08286438588415157,Sell,Short-term,High
2018-02-22,10005.0,12711.75,7210.08984375,4085.0,8040079872,3720620000,1927580000,677900.0,-6.411363144322124,8002.279947916667,0.10040374664475049,Sell,Short-term,High
2018-02-23,10301.099609375,12884.1103515625,7337.39013671875,4056.0,7739500032,3200360000,1887540000,550007.0,2.959516335582202,8092.500162760417,1.1274313749450648,Buy,Long-term,Medium
2018-02-26,10366.7001953125,12999.6201171875,7421.4599609375,4084.0,7287690240,3436590000,1876560000,656134.0,0.6368309056811405,8168.360026041667,0.9374094748905604,Hold,Long-term,Low
2018-02-27,10725.599609375,12819.2197265625,7330.35009765625,4054.0,6966179840,3752070000,2162250000,519743.0,3.462041028492213,8067.856608072917,-1.2303989741922927,Buy,Short-term,Medium
2018-02-28,10397.900390625,12652.5498046875,7273.009765625,4028.0,6936189952,4244570000,2384940000,860977.0,-3.0552997565149287,7984.519856770833,-1.0329478491064803,Sell,Short-term,Medium
2018-03-01,10951.0,12518.73046875,7180.56005859375,3942.0,7317279744,4514490000,2499010000,1011418.0,5.319339372337972,7880.43017578125,-1.3036435860487638,Buy,Short-term,High
2018-03-02,11086.400390625,12557.990234375,7257.8701171875,3837.0,7620590080,3891250000,2291480000,1421730.0,1.2364203326180156,7884.286783854167,0.04893905518976727,Hold,Long-term,Low
2018-03-05,11573.2998046875,12680.73046875,7330.7099609375,3881.0,6468539904,3733640000,2076870000,910901.0,4.391862073412378,7964.146809895833,1.0129010807319538,Buy,Short-term,Medium
2018-03-06,10779.900390625,12720.76953125,7372.009765625,3877.0,6832169984,3389030000,2132920000,1065038.0,-6.855429544313296,7989.926432291667,0.3236959715986254,Sell,Short-term,High
2018-03-07,9965.5703125,12707.009765625,7396.64990234375,3922.0,8797910016,3406690000,2198610000,943226.0,-7.554152159264859,8008.55322265625,0.23312843394029947,Sell,Short-term,High
2018-03-08,9395.009765625,12745.009765625,7427.9501953125,3921.0,7186089984,3206040000,2277740000,822264.0,-5.72531755818666,8031.319986979167,0.2842806146122534,Sell,Short-term,High
2018-03-09,9337.5498046875,12918.8203125,7560.81005859375,3936.0,8704190464,3376870000,2310050000,487429.0,-0.6116008644050375,8138.54345703125,1.3350665921158633,Hold,Long-term,Low
2018-03-12,9205.1201171875,12898.400390625,7588.31982421875,3945.0,6457399808,3216960000,2314480000,1009849.0,-1.4182487940628707,8143.90673828125,0.06589976791691043,Hold,Long-term,Low
2018-03-13,9194.849609375,12831.75,7511.009765625,3905.0,5991139840,3324290000,2459220000,893624.0,-0.1115738597840088,8082.586588541667,-0.7529574160192842,Hold,Long-term,Low
2018-03-14,8269.8095703125,12762.669921875,7496.81005859375,3966.0,6438230016,3394630000,2112950000,983785.0,-10.060415105858134,8075.159993489583,-0.09188389101345562,Sell,Short-term,High
2018-03-15,8300.8603515625,12743.6103515625,7481.740234375,4019.0,6834429952,3543710000,2008290000,1046982.0,0.37547153880626016,8081.4501953125,0.07789569281584363,Hold,Long-term,Low
2018-03-16,8338.349609375,12784.3896484375,7481.990234375,3996.0,5289379840,5429140000,3089970000,1870475.0,0.45163099033997955,8087.4599609375,0.0743649404470137,Hold,Long-term,Low
2018-03-19,8630.650390625,12651.4599609375,7344.240234375,3959.0,6729110016,3327460000,2352810000,724145.0,3.5054992287845588,7984.900065104167,-1.268134820187028,Buy,Short-term,Medium
2018-03-20,8913.4697265625,12663.6396484375,7364.2998046875,4036.0,6361789952,3272590000,1976000000,665395.0,3.276917997335538,8021.313151041667,0.456024316404835,Buy,Short-term,Medium
2018-03-21,8929.2802734375,12683.759765625,7345.2900390625,4150.0,6043129856,3434780000,1999230000,2701619.0,0.1773781407242936,8059.683268229167,0.4783520661142182,Hold,Long-term,Low
2018-03-22,8728.4697265625,12377.3896484375,7166.68017578125,4183.0,5530390016,3765460000,2370970000,1238001.0,-2.2488995834565095,7909.023274739583,-1.8693041460261517,Sell,Long-term,Medium
2018-03-23,8879.6201171875,12177.7001953125,6992.669921875,4124.0,5954120192,3829380000,2455760000,1873600.0,1.7316940467241304,7764.7900390625,-1.823654206932801,Sell,Long-term,Low
2018-03-26,8209.400390625,12433.150390625,7220.5400390625,4078.0,5921039872,3538080000,2341370000,618413.0,-7.547842336917254,7910.5634765625,1.8773648323606285,Buy,Short-term,High
2018-03-27,7833.0400390625,12302.5400390625,7008.81005859375,4166.0,5378250240,3761320000,2347480000,695901.0,-4.584504758621555,7825.783365885417,-1.0717328914466084,Sell,Short-term,Medium
2018-03-28,7954.47998046875,12308.900390625,6949.22998046875,4129.0,4935289856,3875720000,2551950000,1075011.0,1.5503551724572073,7795.710123697917,-0.3842841129310659,Hold,Long-term,Low
2018-03-29,7165.7001953125,12452.0595703125,7063.4501953125,4126.0,6361229824,3572360000,2593390000,1220849.0,-9.916170347942321,7880.503255208333,1.0876896416742943,Sell,Short-term,High
2018-04-02,7083.7998046875,12216.7099609375,6870.1201171875,4086.0,4333440000,3635780000,2402670000,865369.0,-1.1429502824940374,7724.276692708333,-1.9824439815661177,Sell,Long-term,Low
2018-04-03,7456.10986328125,12367.0703125,6941.27978515625,4086.0,5499700224,3395840000,2330900000,865369.0,5.2557958843978625,7798.11669921875,0.9559471967145017,Buy,Short-term,High
2018-04-04,6853.83984375,12466.4501953125,7042.10986328125,4020.0,4936000000,3369230000,2261580000,1454908.0,-8.077536819799569,7842.853352864583,0.5736853572647194,Sell,Short-term,High
2018-04-05,6811.47021484375,12571.9404296875,7076.5498046875,4152.0,5639320064,3230430000,2153030000,2562865.0,-0.6181881962836755,7933.496744791667,1.1557450821642279,Hold,Long-term,Low
2018-04-06,6636.31982421875,12349.1103515625,6915.10986328125,4218.0,3766810112,3312390000,2359780000,1251836.0,-2.5714036045156208,7827.40673828125,-1.3372414450168568,Sell,Long-term,Medium
2018-04-09,6770.72998046875,12380.5498046875,6950.33984375,4260.0,4894060032,3076140000,2089220000,782410.0,2.02537188999663,7863.6298828125,0.4627732497162196,Buy,Long-term,Medium
2018-04-10,6834.759765625,12565.9697265625,7094.2998046875,4305.0,4272750080,3579130000,2252020000,1225894.0,0.9456851084145068,7988.423177083333,1.586968055854121,Buy,Long-term,Low
2018-04-11,6968.31982421875,12514.58984375,7069.02978515625,4246.0,4641889792,3054520000,1882090000,1159836.0,1.9541295257440083,7943.20654296875,-0.5660270257627054,Hold,Long-term,Low
2018-04-12,7889.25,12580.2197265625,7140.25,4238.0,8906250240,3045330000,2027080000,1200516.0,13.215957347142847,7986.156575520833,0.5407140343102634,Buy,Short-term,High
2018-04-13,7895.9599609375,12546.0498046875,7106.64990234375,4270.0,7764460032,2988540000,1768160000,809665.0,0.08505194964667506,7974.233235677083,-0.14930010113122227,Hold,Long-term,Low
2018-04-16,8058.669921875,12628.2099609375,7156.27978515625,4216.0,5631309824,3020740000,1800450000,590401.0,2.0606735817107813,8000.163248697917,0.32517249313479546,Buy,Long-term,Medium
2018-04-17,7902.08984375,12705.759765625,7281.10009765625,4175.0,6900879872,3286190000,1935380000,1049359.0,-1.943001508226172,8053.953287760417,0.672361768008356,Hold,Long-term,Low
2018-04-18,8163.419921875,12732.849609375,7295.240234375,4205.0,6529909760,3412030000,1908700000,841090.0,3.307100821331388,8077.696614583333,0.29480338381151494,Buy,Short-term,Medium
2018-04-19,8294.3095703125,12671.48046875,7238.06005859375,4250.0,7063209984,3375120000,1982090000,438807.0,1.6033678248838168,8053.18017578125,-0.3035077940142128,Hold,Long-term,Low
2018-04-20,8845.830078125,12607.16015625,7146.1298828125,4250.0,8438110208,3428260000,1935160000,903453.0,6.649384172813311,8001.0966796875,-0.646744453208481,Buy,Short-term,High
2018-04-23,8930.8798828125,12610.76953125,7128.60009765625,4215.0,6925190144,3030390000,1744480000,1242529.0,0.9614677643178027,7984.789876302083,-0.20380710342889907,Hold,Long-term,Low
2018-04-24,9697.5,12514.0,7007.35009765625,4300.0,10678800384,3716020000,2154270000,1340603.0,8.583925965266449,7940.450032552083,-0.5553038268620636,Buy,Short-term,High
2018-04-25,8845.740234375,12517.8603515625,7003.740234375,4273.0,11083100160,3563680000,2055840000,870396.0,-8.78329224671307,7931.533528645833,-0.11229217323572849,Sell,Short-term,High
2018-04-26,9281.509765625,12582.900390625,7118.68017578125,4297.0,8970559488,3690920000,2141220000,937420.0,4.9263206888732425,7999.52685546875,0.8572532231925889,Buy,Short-term,Medium
2018-04-27,8987.0498046875,12594.01953125,7119.7998046875,4318.0,7566289920,3234510000,2050350000,3998599.0,-3.1725437819185576,8010.6064453125,0.13850306454281647,Sell,Short-term,Medium
2018-04-30,9240.5498046875,12515.3603515625,7066.27001953125,4300.0,8673920000,3749510000,1998570000,1179786.0,2.820725438372196,7960.54345703125,-0.6249587796257949,Buy,Long-term,Medium
2018-05-01,9119.009765625,12493.01953125,7130.7001953125,4355.0,7713019904,3562820000,1932660000,2165111.0,-1.3152901248456694,7992.906575520833,0.4065440841353407,Hold,Long-term,Low
2018-05-02,9235.919921875,12418.0595703125,7100.89990234375,4374.0,7558159872,4047020000,2157860000,1738535.0,1.2820488107240013,7964.31982421875,-0.3576515130257252,Hold,Long-term,Low
2018-05-03,9743.8603515625,12392.5,7088.14990234375,4297.0,10207299584,3867530000,2355780000,893755.0,5.499619247287524,7925.88330078125,-0.48260898966686616,Buy,Short-term,High
2018-05-04,9700.759765625,12493.349609375,7209.6201171875,4330.0,8217829888,3335260000,2040520000,1130795.0,-0.4423358338729533,8010.989908854167,1.0737807363947471,Hold,Long-term,Low
2018-05-07,9373.009765625,12519.75,7265.2099609375,4351.0,7394019840,3266810000,1950650000,886489.0,-3.3786013458594666,8045.319986979167,0.4285372783587871,Sell,Short-term,Medium
2018-05-08,9234.8203125,12520.240234375,7266.89990234375,4351.0,7415869952,3745100000,2070970000,886489.0,-1.4743338221176572,8046.046712239583,0.009032894423000037,Hold,Long-term,Low
2018-05-09,9325.1796875,12632.490234375,7339.91015625,4402.0,7226890240,3913650000,2250260000,548165.0,0.9784638135047707,8124.800130208333,0.9787840014519267,Hold,Long-term,Low
2018-05-10,9043.9404296875,12731.6396484375,7404.97021484375,4471.0,6906699776,3380640000,2250450000,526433.0,-3.0159124782280555,8202.53662109375,0.9567803470806657,Sell,Short-term,Medium
2018-05-11,8441.490234375,12761.8203125,7402.8798828125,4431.0,8488520192,2874850000,2085350000,660101.0,-6.661368459868511,8198.566731770834,-0.04839831269642936,Sell,Short-term,High
2018-05-14,8716.7900390625,12772.0302734375,7411.31982421875,4417.0,7364149760,2994360000,2085850000,1284802.0,3.2612701909721764,8200.11669921875,0.018905346490738495,Buy,Short-term,Medium
2018-05-15,8510.3798828125,12704.6298828125,7351.6298828125,4475.0,6705710080,3291190000,2120380000,720679.0,-2.3679606291423294,8177.086588541667,-0.28085101129448065,Sell,Long-term,Medium
2018-05-16,8368.830078125,12743.7998046875,7398.2998046875,4465.0,6760220160,3248480000,2103060000,983368.0,-1.6632607079429262,8202.366536458334,0.3091559278837863,Hold,Long-term,Low
2018-05-17,8094.31982421875,12747.830078125,7382.47021484375,4498.0,5862530048,3478150000,1958970000,685631.0,-3.280150885412081,8209.433430989584,0.08615677560663837,Sell,Short-term,Medium
2018-05-18,8250.9697265625,12717.419921875,7354.33984375,4528.0,5764190208,3383270000,1982190000,1010856.0,1.9353065575076878,8199.919921875,-0.11588508749790227,Hold,Long-term,Low
2018-05-21,8418.990234375,12804.009765625,7394.0400390625,4543.0,5154990080,3053480000,1997220000,506901.0,2.0363728553213445,8247.0166015625,0.5743553612256536,Buy,Long-term,Medium
2018-05-22,8041.77978515625,12766.650390625,7378.4599609375,4542.0,5137010176,3384140000,1927420000,550546.0,-4.480471395234408,8229.036783854166,-0.21801602418173305,Sell,Short-term,Medium
